#                                                                                                                                                                      $
#      ENTRAF is free for academic/noncommercial use                                                                                                                   $
#                                                                                                                                                                      $
#      User is not entitled to change or erase data sets of the ENTRAF database or to eliminate copyright notices from ENTRAF. Furthermore                             $
#      user is not entitled to expand ENTRAF or to integrate ENTRAF partly or as a whole into other databank systems     without prior written consent                 $
#      from IIMAS-UNAM.                                                                                                                                                $
#                                                                                                                                                                      $
# Citation                                                                                                                                                             $
#      Tenorio-Salgado   S. et al (2025) ENcyclopedia of TRAnscription Factors in Bacteria and Archaea genomes (ENTRAF) version 2.0.                                   $
#                                                                                                                                                                      $
# Contact                                                                                                                                                              $
#                                                                                                                                                                      $
#      ENTRAF Team                                                                                                                                                     $
#      Web Page: entraf.iimas.unam.mx                                                                                                                                  $
#      (ernesto.perez@iimas.unam.mx)                                                                                                                                   $
#                                                                                                                                                                      $
# Release: 2.0. Date: XX/XX/2025                                                                                                                                       $
# Interproscan annotations
#
ENTRAF_ID	PROTEIN_ID	LENGTH	PROGRAM	IDENTIFICATOR	FUNCTION	START	END	EVALUE	INTERPRO_ID	INTERPRO_FUNCTION	GO annotation
ENTRAF0012	P9WMC1	216	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	68	216	1.20E-44	-	-	-
ENTRAF0012	P9WMC1	216	FunFam	G3DSA:1.10.10.60:FF:000141	TetR family transcriptional regulator	22	73	7.50E-23	-	-	-
ENTRAF0012	P9WMC1	216	Pfam	PF21313	"Transcriptional regulator EthR, C-terminal domain"	103	213	3.40E-49	IPR049397	"HTH-type transcriptional regulator EthR, C-terminal domain"	-
ENTRAF0012	P9WMC1	216	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	23	83	21.423653	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0012	P9WMC1	216	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	12	210	3.00E-17	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0012	P9WMC1	216	SUPERFAMILY	SSF46689	Homeodomain-like	23	86	4.85E-15	IPR009057	Homedomain-like superfamily	-
ENTRAF0012	P9WMC1	216	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	29	73	1.30E-09	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0012	P9WMC1	216	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	50	73	2.60E-07	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0012	P9WMC1	216	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	29	42	2.60E-07	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0012	P9WMC1	216	Gene3D	G3DSA:1.10.10.60	-	22	67	2.00E-26	-	-	-
ENTRAF0012	P9WMC1	216	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	-	-	-
ENTRAF0012	P9WMC1	216	MobiDBLite	mobidb-lite	consensus disorder prediction	1	10	-	-	-	-
ENTRAF0013	P21340	172	Gene3D	G3DSA:3.40.630.30	-	1	171	1.40E-54	-	-	-
ENTRAF0013	P21340	172	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	3	172	23.365442	IPR000182	GNAT domain	GO:0016747(InterPro)
ENTRAF0013	P21340	172	Pfam	PF00583	Acetyltransferase (GNAT) family	38	147	1.50E-17	IPR000182	GNAT domain	GO:0016747(InterPro)
ENTRAF0013	P21340	172	SUPERFAMILY	SSF55729	Acyl-CoA N-acyltransferases (Nat)	1	163	1.65E-33	IPR016181	Acyl-CoA N-acyltransferase	-
ENTRAF0013	P21340	172	CDD	cd04301	NAT_SF	61	129	4.91E-11	-	-	-
ENTRAF0013	P21340	172	PANTHER	PTHR42919	N-ALPHA-ACETYLTRANSFERASE	9	159	6.20E-16	IPR051556	N-terminal and lysine N-acetyltransferase	-
ENTRAF0014	P25052	236	Coils	Coil	Coil	169	189	-	-	-	-
ENTRAF0014	P25052	236	Pfam	PF03070	TENA/THI-4/PQQC family	10	214	2.80E-65	IPR004305	Thiaminase-2/PQQC	-
ENTRAF0014	P25052	236	SUPERFAMILY	SSF48613	Heme oxygenase-like	2	226	1.39E-74	IPR016084	"Haem oxygenase-like, multi-helical"	-
ENTRAF0014	P25052	236	PANTHER	PTHR43198	BIFUNCTIONAL TH2 PROTEIN	2	215	1.80E-31	IPR050967	Thiamine Salvage Pathway TenA	GO:0005829(PANTHER)
ENTRAF0014	P25052	236	Gene3D	G3DSA:1.20.910.10	-	1	220	4.40E-70	IPR016084	"Haem oxygenase-like, multi-helical"	-
ENTRAF0014	P25052	236	CDD	cd19364	TenA_C_BsTenA-like	3	214	7.10E-120	-	-	-
ENTRAF0014	P25052	236	NCBIfam	TIGR04306	thiaminase II	11	215	6.80E-92	IPR027574	Thiaminase II	GO:0006772(InterPro)|GO:0050334(InterPro)
ENTRAF0015	P9WGD5	164	Gene3D	G3DSA:2.40.50.140	-	1	120	6.10E-44	IPR012340	"Nucleic acid-binding, OB-fold"	-
ENTRAF0015	P9WGD5	164	ProSiteProfiles	PS50935	Single-strand binding (SSB) domain profile.	1	110	27.626682	IPR000424	Primosome PriB/single-strand DNA-binding	GO:0003697(InterPro)
ENTRAF0015	P9WGD5	164	Hamap	MF_00984	Single-stranded DNA-binding protein.	4	113	32.004341	IPR011344	Single-stranded DNA-binding protein	GO:0003697(InterPro)|GO:0006260(InterPro)
ENTRAF0015	P9WGD5	164	NCBIfam	NF005851	single-stranded DNA-binding protein	1	127	2.10E-72	-	-	-
ENTRAF0015	P9WGD5	164	CDD	cd04496	SSB_OBF	7	108	1.33E-37	IPR000424	Primosome PriB/single-strand DNA-binding	GO:0003697(InterPro)
ENTRAF0015	P9WGD5	164	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	6	164	4.41E-47	IPR012340	"Nucleic acid-binding, OB-fold"	-
ENTRAF0015	P9WGD5	164	PANTHER	PTHR10302	SINGLE-STRANDED DNA-BINDING PROTEIN	7	106	1.90E-14	IPR011344	Single-stranded DNA-binding protein	GO:0003697(PANTHER)|GO:0003697(InterPro)|GO:0006260(InterPro)|GO:0009295(PANTHER)|GO:0051096(PANTHER)
ENTRAF0015	P9WGD5	164	FunFam	G3DSA:2.40.50.140:FF:000057	Single-stranded DNA-binding protein	1	120	2.70E-73	-	-	-
ENTRAF0015	P9WGD5	164	Pfam	PF00436	Single-strand binding protein family	6	106	3.70E-28	IPR000424	Primosome PriB/single-strand DNA-binding	GO:0003697(InterPro)
ENTRAF0015	P9WGD5	164	NCBIfam	TIGR00621	single-stranded DNA-binding protein	3	164	1.50E-36	IPR011344	Single-stranded DNA-binding protein	GO:0003697(InterPro)|GO:0006260(InterPro)
ENTRAF0015	P9WGD5	164	MobiDBLite	mobidb-lite	consensus disorder prediction	120	164	-	-	-	-
ENTRAF0016	P94548	194	Coils	Coil	Coil	66	86	-	-	-	-
ENTRAF0016	P94548	194	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	50	194	3.50E-42	-	-	-
ENTRAF0016	P94548	194	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	5	65	22.56423	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0016	P94548	194	SUPERFAMILY	SSF46689	Homeodomain-like	6	72	2.86E-17	IPR009057	Homedomain-like superfamily	-
ENTRAF0016	P94548	194	SUPERFAMILY	SSF48498	"Tetracyclin repressor-like, C-terminal domain"	78	193	3.62E-30	IPR036271	"Tetracyclin repressor-like, C-terminal domain superfamily"	-
ENTRAF0016	P94548	194	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	11	24	1.20E-12	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0016	P94548	194	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	32	55	1.20E-12	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0016	P94548	194	Gene3D	G3DSA:1.10.10.60	-	1	49	1.40E-26	-	-	-
ENTRAF0016	P94548	194	PANTHER	PTHR43479	ACREF/ENVCD OPERON REPRESSOR-RELATED	3	189	1.50E-21	IPR050624	HTH-type Transcriptional Regulator	-
ENTRAF0016	P94548	194	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	11	55	2.10E-14	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0016	P94548	194	Pfam	PF08359	"YsiA-like protein, C-terminal region"	58	190	9.30E-60	IPR013570	"Transcription regulator YsiA, C-terminal"	-
ENTRAF0017	P9WHK3	193	Hamap	MF_01219	Bifunctional protein PyrR [pyrR].	13	193	35.951191	IPR023050	Bifunctional protein PyrR	-
ENTRAF0017	P9WHK3	193	Pfam	PF00156	Phosphoribosyl transferase domain	25	167	3.30E-13	IPR000836	Phosphoribosyltransferase domain	-
ENTRAF0017	P9WHK3	193	NCBIfam	NF003547	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	3	192	2.30E-94	-	-	-
ENTRAF0017	P9WHK3	193	SUPERFAMILY	SSF53271	PRTase-like	14	187	4.42E-38	IPR029057	Phosphoribosyltransferase-like	-
ENTRAF0017	P9WHK3	193	FunFam	G3DSA:3.40.50.2020:FF:000020	Bifunctional protein PyrR	10	193	8.20E-79	-	-	-
ENTRAF0017	P9WHK3	193	CDD	cd06223	PRTases_typeI	50	155	2.51E-09	IPR000836	Phosphoribosyltransferase domain	-
ENTRAF0017	P9WHK3	193	Gene3D	G3DSA:3.40.50.2020	-	1	193	3.60E-69	IPR029057	Phosphoribosyltransferase-like	-
ENTRAF0017	P9WHK3	193	PANTHER	PTHR11608	BIFUNCTIONAL PROTEIN PYRR	11	192	1.20E-65	IPR050137	PyrR bifunctional	-
ENTRAF0017	P9WHK3	193	NCBIfam	NF003549	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	12	192	5.20E-61	-	-	-
ENTRAF0018	P19466	75	Gene3D	G3DSA:2.60.40.50	-	1	75	6.40E-41	IPR016031	Tryptophan RNA-binding attenuator protein-like domain superfamily	-
ENTRAF0018	P19466	75	NCBIfam	NF009724	trp RNA-binding attenuation protein MtrB	2	74	3.70E-39	-	-	-
ENTRAF0018	P19466	75	Pfam	PF02081	Tryptophan RNA-binding attenuator protein	6	73	1.80E-36	IPR023558	Tryptophan RNA-binding attenuator protein domain	-
ENTRAF0018	P19466	75	SUPERFAMILY	SSF51219	TRAP-like	7	74	2.28E-36	IPR016031	Tryptophan RNA-binding attenuator protein-like domain superfamily	-
ENTRAF0018	P19466	75	Hamap	MF_00798	Transcription attenuation protein MtrB [mtrB].	1	73	29.800533	IPR000824	Transcription attenuation protein MtrB	GO:0003723(InterPro)|GO:0006353(InterPro)|GO:0006355(InterPro)
ENTRAF0018	P19466	75	PRINTS	PR00687	Tryptophan RNA-binding attenuator protein signature	42	58	4.80E-41	IPR000824	Transcription attenuation protein MtrB	GO:0003723(InterPro)|GO:0006353(InterPro)|GO:0006355(InterPro)
ENTRAF0018	P19466	75	PRINTS	PR00687	Tryptophan RNA-binding attenuator protein signature	9	26	4.80E-41	IPR000824	Transcription attenuation protein MtrB	GO:0003723(InterPro)|GO:0006353(InterPro)|GO:0006355(InterPro)
ENTRAF0018	P19466	75	PRINTS	PR00687	Tryptophan RNA-binding attenuator protein signature	26	42	4.80E-41	IPR000824	Transcription attenuation protein MtrB	GO:0003723(InterPro)|GO:0006353(InterPro)|GO:0006355(InterPro)
ENTRAF0018	P19466	75	PRINTS	PR00687	Tryptophan RNA-binding attenuator protein signature	58	74	4.80E-41	IPR000824	Transcription attenuation protein MtrB	GO:0003723(InterPro)|GO:0006353(InterPro)|GO:0006355(InterPro)
ENTRAF0019	P25053	205	CDD	cd00564	TMP_TenI	3	194	1.22E-60	IPR022998	Thiamine phosphate synthase/TenI	-
ENTRAF0019	P25053	205	Gene3D	G3DSA:3.20.20.70	Aldolase class I	1	205	1.20E-77	IPR013785	Aldolase-type TIM barrel	-
ENTRAF0019	P25053	205	Pfam	PF02581	Thiamine monophosphate synthase	4	179	2.70E-35	IPR022998	Thiamine phosphate synthase/TenI	-
ENTRAF0019	P25053	205	NCBIfam	NF005819	thiazole tautomerase TenI	1	204	1.60E-91	-	-	-
ENTRAF0019	P25053	205	SUPERFAMILY	SSF51391	Thiamin phosphate synthase	3	199	3.92E-48	IPR036206	Thiamin phosphate synthase superfamily	-
ENTRAF0019	P25053	205	PANTHER	PTHR20857	THIAMINE-PHOSPHATE PYROPHOSPHORYLASE	2	201	7.80E-38	-	-	GO:0004789(PANTHER)|GO:0005737(PANTHER)|GO:0009228(PANTHER)
ENTRAF0020	O31602	131	ProSiteProfiles	PS51353	ArsC family profile.	1	131	28.678089	IPR006660	Arsenate reductase-like	-
ENTRAF0020	O31602	131	SUPERFAMILY	SSF52833	Thioredoxin-like	1	128	1.16E-39	IPR036249	Thioredoxin-like superfamily	-
ENTRAF0020	O31602	131	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	1	131	2.70E-46	-	-	-
ENTRAF0020	O31602	131	NCBIfam	TIGR01617	Spx/MgsR family RNA polymerase-binding regulatory protein	3	114	8.80E-32	IPR006504	Transcriptional regulator Spx/MgsR	-
ENTRAF0020	O31602	131	NCBIfam	NF009210	transcriptional regulator SpxA	1	131	4.40E-53	-	-	-
ENTRAF0020	O31602	131	Pfam	PF03960	ArsC family	5	113	2.80E-26	IPR006660	Arsenate reductase-like	-
ENTRAF0020	O31602	131	PANTHER	PTHR30041	ARSENATE REDUCTASE	1	116	3.90E-38	IPR006660	Arsenate reductase-like	-
ENTRAF0020	O31602	131	CDD	cd03032	ArsC_Spx	1	115	1.49E-69	-	-	-
ENTRAF0020	O31602	131	NCBIfam	NF002459	transcriptional regulator Spx	1	131	1.90E-70	-	-	-
ENTRAF0020	O31602	131	Hamap	MF_01132	Global transcriptional regulator Spx [spx].	1	131	49.89019	IPR023731	Global transcriptional regulator Spx	GO:0045892(InterPro)
ENTRAF0021	P9WMF9	217	Gene3D	G3DSA:3.40.50.2300	-	2	208	9.40E-62	-	-	-
ENTRAF0021	P9WMF9	217	SMART	SM00448	REC_2	2	115	2.00E-25	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0021	P9WMF9	217	ProSiteProfiles	PS50043	LuxR-type HTH domain profile.	143	208	25.670744	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	SUPERFAMILY	SSF46894	C-terminal effector domain of the bipartite response regulators	137	208	2.65E-19	IPR016032	"Signal transduction response regulator, C-terminal effector"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	CDD	cd06170	LuxR_C_like	150	204	1.80E-19	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	FunFam	G3DSA:3.40.50.2300:FF:000221	Two component transcriptional regulator DevR	2	208	6.20E-136	-	-	-
ENTRAF0021	P9WMF9	217	SMART	SM00421	luxrmega5	147	204	8.00E-25	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	SUPERFAMILY	SSF52172	CheY-like	1	129	6.55E-29	IPR011006	CheY-like superfamily	-
ENTRAF0021	P9WMF9	217	CDD	cd17535	REC_NarL-like	4	120	1.44E-40	-	-	-
ENTRAF0021	P9WMF9	217	ProSiteProfiles	PS50110	Response regulatory domain profile.	3	119	35.228203	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0021	P9WMF9	217	ProSitePatterns	PS00622	LuxR-type HTH domain signature.	164	191	-	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	PANTHER	PTHR43214	TWO-COMPONENT RESPONSE REGULATOR	2	208	3.60E-49	IPR039420	Transcriptional regulatory protein WalR-like	-
ENTRAF0021	P9WMF9	217	Pfam	PF00072	Response regulator receiver domain	4	115	4.10E-20	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0021	P9WMF9	217	Pfam	PF00196	"Bacterial regulatory proteins, luxR family"	149	204	1.30E-14	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	180	192	6.40E-12	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	164	180	6.40E-12	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0021	P9WMF9	217	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	150	164	6.40E-12	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0022	P96582	144	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	2	62	2.56E-16	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0022	P96582	144	ProSiteProfiles	PS50956	AsnC-type HTH domain profile.	3	64	32.589863	IPR000485	AsnC-type HTH domain	GO:0043565(InterPro)
ENTRAF0022	P96582	144	PANTHER	PTHR30154	LEUCINE-RESPONSIVE REGULATORY PROTEIN	1	136	4.60E-34	-	-	GO:0005829(PANTHER)|GO:0043200(PANTHER)|GO:0043565(PANTHER)
ENTRAF0022	P96582	144	FunFam	G3DSA:1.10.10.10:FF:000186	AsnC family transcriptional regulator	3	54	1.30E-25	-	-	-
ENTRAF0022	P96582	144	Pfam	PF13412	Winged helix-turn-helix DNA-binding	3	50	1.20E-10	-	-	-
ENTRAF0022	P96582	144	PRINTS	PR00033	AsnC bacterial regulatory protein HTH signature	19	30	7.90E-15	IPR000485	AsnC-type HTH domain	GO:0043565(InterPro)
ENTRAF0022	P96582	144	PRINTS	PR00033	AsnC bacterial regulatory protein HTH signature	3	19	7.90E-15	IPR000485	AsnC-type HTH domain	GO:0043565(InterPro)
ENTRAF0022	P96582	144	PRINTS	PR00033	AsnC bacterial regulatory protein HTH signature	30	49	7.90E-15	IPR000485	AsnC-type HTH domain	GO:0043565(InterPro)
ENTRAF0022	P96582	144	Gene3D	G3DSA:1.10.10.10	-	1	53	4.10E-18	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0022	P96582	144	SMART	SM00344	asnc	3	109	4.40E-47	IPR019888	Transcription regulator AsnC-like	-
ENTRAF0022	P96582	144	SUPERFAMILY	SSF54909	Dimeric alpha+beta barrel	64	137	8.40E-17	IPR011008	Dimeric alpha-beta barrel	-
ENTRAF0022	P96582	144	Pfam	PF01037	Lrp/AsnC ligand binding domain	69	136	5.60E-12	IPR019887	"Transcription regulator AsnC/Lrp, ligand binding domain"	-
ENTRAF0022	P96582	144	Gene3D	G3DSA:3.30.70.920	-	54	144	8.60E-28	-	-	-
ENTRAF0023	P37478	235	Gene3D	G3DSA:6.10.250.690	-	87	119	7.90E-19	-	-	-
ENTRAF0023	P37478	235	Gene3D	G3DSA:3.40.50.2300	-	3	86	5.60E-27	-	-	-
ENTRAF0023	P37478	235	SUPERFAMILY	SSF52172	CheY-like	2	125	2.13E-44	IPR011006	CheY-like superfamily	-
ENTRAF0023	P37478	235	ProSiteProfiles	PS50110	Response regulatory domain profile.	4	117	49.170334	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0023	P37478	235	FunFam	G3DSA:1.10.10.10:FF:000089	Alkaline phosphatase synthesis response regulator	123	233	2.00E-55	-	-	-
ENTRAF0023	P37478	235	CDD	cd00383	trans_reg_C	140	229	8.69E-36	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0023	P37478	235	ProSiteProfiles	PS51755	OmpR/PhoB-type DNA-binding domain profile.	132	231	46.436954	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0023	P37478	235	SMART	SM00448	REC_2	3	113	1.10E-48	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0023	P37478	235	Gene3D	G3DSA:1.10.10.10	-	122	234	1.30E-37	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0023	P37478	235	SMART	SM00862	Trans_reg_C_3	153	229	1.70E-28	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0023	P37478	235	Pfam	PF00486	"Transcriptional regulatory protein, C terminal"	154	229	2.80E-26	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0023	P37478	235	NCBIfam	NF040534	response regulator YycF	3	233	3.00E-135	IPR047791	Response regulator WalR	-
ENTRAF0023	P37478	235	SUPERFAMILY	SSF46894	C-terminal effector domain of the bipartite response regulators	129	230	5.95E-32	IPR016032	"Signal transduction response regulator, C-terminal effector"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0023	P37478	235	PANTHER	PTHR48111	REGULATOR OF RPOS	4	233	2.90E-62	IPR039420	Transcriptional regulatory protein WalR-like	GO:0000156(PANTHER)|GO:0000976(PANTHER)|GO:0005829(PANTHER)|GO:0006355(PANTHER)|GO:0032993(PANTHER)
ENTRAF0023	P37478	235	CDD	cd17614	REC_OmpR_YycF-like	5	119	1.05E-76	-	-	-
ENTRAF0023	P37478	235	FunFam	G3DSA:3.40.50.2300:FF:000052	DNA-binding response regulator YycF	3	86	3.00E-48	-	-	-
ENTRAF0023	P37478	235	Pfam	PF00072	Response regulator receiver domain	5	114	1.20E-28	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0024	P71086	145	Gene3D	G3DSA:1.10.10.10	-	1	87	2.50E-28	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0024	P71086	145	Gene3D	G3DSA:3.30.1490.190	-	88	145	2.20E-21	IPR043135	"Ferric-uptake regulator, C-terminal domain"	-
ENTRAF0024	P71086	145	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	8	137	2.20E-42	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0024	P71086	145	FunFam	G3DSA:1.10.10.10:FF:000147	Fur family transcriptional regulator	1	87	1.20E-53	-	-	-
ENTRAF0024	P71086	145	Pfam	PF01475	Ferric uptake regulator family	15	133	1.10E-36	IPR002481	Ferric-uptake regulator	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0024	P71086	145	FunFam	G3DSA:3.30.1490.190:FF:000003	Fur family transcriptional regulator	88	142	7.30E-29	-	-	-
ENTRAF0024	P71086	145	CDD	cd07153	Fur_like	22	136	1.28E-47	IPR002481	Ferric-uptake regulator	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0024	P71086	145	PANTHER	PTHR33202	ZINC UPTAKE REGULATION PROTEIN	5	144	6.30E-41	IPR002481	Ferric-uptake regulator	GO:0000976(PANTHER)|GO:0003700(InterPro)|GO:0003700(PANTHER)|GO:0006355(InterPro)|GO:0008270(PANTHER)|GO:0045892(PANTHER)|GO:1900376(PANTHER)
ENTRAF0025	P9WGJ9	388	Pfam	PF00498	FHA domain	308	371	2.60E-14	IPR000253	Forkhead-associated (FHA) domain	GO:0005515(InterPro)
ENTRAF0025	P9WGJ9	388	CDD	cd15831	BTAD	110	255	1.15E-53	IPR005158	Bacterial transcriptional activator domain	-
ENTRAF0025	P9WGJ9	388	FunFam	G3DSA:1.25.40.10:FF:000222	SARP family transcriptional regulator	107	271	6.30E-77	-	-	-
ENTRAF0025	P9WGJ9	388	ProSiteProfiles	PS51755	OmpR/PhoB-type DNA-binding domain profile.	2	105	26.440535	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0025	P9WGJ9	388	Pfam	PF03704	Bacterial transcriptional activator domain	110	255	4.90E-46	IPR005158	Bacterial transcriptional activator domain	-
ENTRAF0025	P9WGJ9	388	CDD	cd00060	FHA	292	379	2.27E-25	-	-	-
ENTRAF0025	P9WGJ9	388	SUPERFAMILY	SSF46894	C-terminal effector domain of the bipartite response regulators	12	103	2.04E-19	IPR016032	"Signal transduction response regulator, C-terminal effector"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0025	P9WGJ9	388	SMART	SM00240	FHA_2	307	357	5.50E-14	IPR000253	Forkhead-associated (FHA) domain	GO:0005515(InterPro)
ENTRAF0025	P9WGJ9	388	FunFam	G3DSA:2.60.200.20:FF:000055	Transcriptional regulator EmbR	289	388	2.80E-59	-	-	-
ENTRAF0025	P9WGJ9	388	Pfam	PF00486	"Transcriptional regulatory protein, C terminal"	31	103	4.00E-07	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0025	P9WGJ9	388	SMART	SM00862	Trans_reg_C_3	25	103	4.00E-12	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0025	P9WGJ9	388	Gene3D	G3DSA:1.25.40.10	Tetratricopeptide repeat domain	107	288	6.90E-54	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)
ENTRAF0025	P9WGJ9	388	SUPERFAMILY	SSF49879	SMAD/FHA domain	286	381	1.45E-23	IPR008984	SMAD/FHA domain superfamily	GO:0005515(InterPro)
ENTRAF0025	P9WGJ9	388	SUPERFAMILY	SSF48452	TPR-like	105	279	1.73E-43	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515(InterPro)
ENTRAF0025	P9WGJ9	388	FunFam	G3DSA:1.10.10.10:FF:000528	Transcriptional regulatory protein EmbR	5	106	1.20E-46	-	-	-
ENTRAF0025	P9WGJ9	388	Gene3D	G3DSA:2.60.200.20	-	289	388	2.70E-29	-	-	-
ENTRAF0025	P9WGJ9	388	ProSiteProfiles	PS50006	Forkhead-associated (FHA) domain profile.	308	357	12.2169	IPR000253	Forkhead-associated (FHA) domain	GO:0005515(InterPro)
ENTRAF0025	P9WGJ9	388	PANTHER	PTHR35807	TRANSCRIPTIONAL REGULATOR REDD-RELATED	5	325	1.60E-74	IPR051677	AfsR/DnrI/RedD regulatory protein	GO:0003677(PANTHER)|GO:0006355(PANTHER)
ENTRAF0025	P9WGJ9	388	Gene3D	G3DSA:1.10.10.10	-	1	106	7.20E-33	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0025	P9WGJ9	388	SMART	SM01043	BTAD_2	110	255	3.60E-54	IPR005158	Bacterial transcriptional activator domain	-
ENTRAF0026	P11065	203	Hamap	MF_01911	HTH-type transcriptional regulator Hpr [hpr].	2	185	50.169594	IPR023488	HTH-type transcriptional regulator Hpr	-
ENTRAF0026	P11065	203	NCBIfam	NF010349	HTH-type transcriptional regulator Hpr	1	188	3.60E-95	-	-	-
ENTRAF0026	P11065	203	FunFam	G3DSA:1.10.10.10:FF:000194	HTH-type transcriptional regulator Hpr	1	167	3.90E-97	-	-	-
ENTRAF0026	P11065	203	Gene3D	G3DSA:1.10.10.10	-	1	167	4.00E-52	IPR036388	Winged helix-like DNA-binding domain superfamily	-
